TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES",SKU
"Tribal Leggings,Purple leggings,Ombre leggings,Eco-Friendly leggings,Yoga Leggings,Printed leggings, Activewear, Yoga pants.Made in Canada","DUE TO COVID19 ALL ORDERS WILL BE DELAYED IN PRINT AND SHIPPING UNTIL MID APRIL.

All Artwork of Infinite Mantra is created by Intuitive Artist Lindsay Kokoska.
Lindsay can be commissioned for artwork and design collaborations outside the scope of Etsy. Please email: infinitemantra@gmail.com 

Free Shipping to the US.

Canadian flat rate shipping.

International shipping available.

Tribal Leggings,Purple leggings,Ombre leggings,Eco-Friendly leggings,Yoga Leggings,Printed leggings, Activewear, Yoga pants.Made in Canada

ECO POLYESTER
Less is More
70 % less water.
70 % less energy.
70 % less heat.

SIZING:
X-SMALL Waist 24"" Hip 35"" inseam 28.5 US 0-2
SMALL Waist 26"" Hip 37"" inseam 28.5"" US 4-6
MEDIUM Waist 28"" Hip 39"" inseam 29"" US 8-10
LARGE Waist 31"" Hip 42"" inseam 29.5"" US 12-14
X-LARGE Waist 33"" Hip 44"" inseam 29.5"" US 16



The fabric is PolySpandex and very stretchy, they are high waisted leggings, if in-between sizes or  if you are very tall and/or muscular order-up a size. If in-between sizes and are more petit, please order down according to waist size.

***Please note leggings are made in these sizes only and do not come in custom sizes. These leggings are printed, *not painted*, with high quality dyes that will last wash after wash.**

-High waist Yoga waist band. Will rise just under your belly button for most sizes
-Made from 88% polyester, 12% spandex performance-wear fabric 
-Thick, opaque, smooth,quick-dry fabric
-Gorgeously printed and hand-sewn in Montreal, Canada
-Ultra-stretch fabric holds shape even after multiple wearings
-Vivid print that will never fade after washing
-Compression fit due to high-spandex fabric = leggings hug in all the right places and suit all kinds of body types
-Fabric is made with EcoPoly, a production process that uses significantly less water than other polyester production processes.

SHIPPING AND RETURNS

Items ship from Montreal, Canada.

Orders for Canadian customers normally ship within 2-8 business days of the order being placed.  Shipping to Eastern Provinces takes about 3-4 business days and shipping to Western provinces can take 4-7 business days.

Currently US and international orders are shipped on Tuesdays and Fridays from within the USA.  Orders to US customers generally take 2-6 business days once shipped within the USA.  International orders generally take 6-10 business days, but may be delayed by the customs of your country.  All orders shipped from the USA will have a tracking number that can be tracked with the USPS.


International orders may be subject to customs fees or duties of your country.  

Once your order has been shipped, it is in the care of the courier and / or postal service. We are not liable for any errors made by these services.

Once you have received your parcel, please open it with care. We cannot be liable for any items damaged during the opening of your parcel.

Returns are accepted within 14 days with receipt and must be in new condition. Shipping costs are not covered.",73.5,USD,9,"fashion_leggings,women's_leggings,clothing,printed_leggings,tights,women's_clothes,yoga_pants,Boho_Leggings,Ombre_Leggings,blue_leggings,festival_clothing,yoga_leggings,Tribal_Leggings","Ecopoly,spandex",https://i.etsystatic.com/11382754/r/il/9a7c95/1498867547/il_fullxfull.1498867547_dwtb.jpg,https://i.etsystatic.com/11382754/r/il/c203fa/1056445774/il_fullxfull.1056445774_9jqd.jpg,https://i.etsystatic.com/11382754/r/il/e72c3a/1045041895/il_fullxfull.1045041895_nq0y.jpg,https://i.etsystatic.com/11382754/r/il/f5e74e/1056445764/il_fullxfull.1056445764_drfb.jpg,https://i.etsystatic.com/11382754/r/il/cd7eba/1109841709/il_fullxfull.1109841709_6u3f.jpg,https://i.etsystatic.com/11382754/r/il/3039b3/2305174091/il_fullxfull.2305174091_eaxf.jpg,,,,,"Women's clothing size",Size,"XS,S,M,L,XL",,,,
"Star Trail Leggings, Sacred Geometry leggings,Galaxy leggings ,Eco-Friendly leggings,Yoga Leggings,Printed leggings, Activewear, Yoga pants.","DUE TO COVID19 ALL ORDERS WILL BE DELAYED IN PRINT AND SHIPPING UNTIL MID APRIL.

All Artwork of Infinite Mantra is created by Intuitive Artist Lindsay Kokoska.
Lindsay can be commissioned for artwork and design collaborations outside the scope of Etsy. Please email: infinitemantra@gmail.com 

Free Shipping to the US.

Canadian flat rate shipping.

International shipping available.

Star Trail Leggings, Sacred Geometry leggings,Galaxy leggings ,Eco-Friendly leggings,Yoga Leggings,Printed leggings, Activewear, Yoga pants.Made in Canada

ECO POLYESTER
Less is More
70 % less water.
70 % less energy.
70 % less heat.

SIZING:
X-SMALL Waist 24"" Hip 35"" inseam 28.5 US 0-2
SMALL Waist 26"" Hip 37"" inseam 28.5"" US 4-6
MEDIUM Waist 28"" Hip 39"" inseam 29"" US 8-10
LARGE Waist 31"" Hip 42"" inseam 29.5"" US 12-14
X-LARGE Waist 33"" Hip 44"" inseam 29.5"" US 16



The fabric is PolySpandex and very stretchy, they are high waisted leggings, if in-between sizes or  if you are very tall and/or muscular order-up a size. If in-between sizes and are more petit, please order down according to waist size.

***Please note leggings are made in these sizes only and do not come in custom sizes. These leggings are printed, *not painted*, with high quality dyes that will last wash after wash.**

-High waist Yoga waist band. Will rise just under your belly button for most sizes
-Made from 88% polyester, 12% spandex performance-wear fabric 
-Thick, opaque, smooth,quick-dry fabric
-Gorgeously printed and hand-sewn in Montreal, Canada
-Ultra-stretch fabric holds shape even after multiple wearings
-Vivid print that will never fade after washing
-Compression fit due to high-spandex fabric = leggings hug in all the right places and suit all kinds of body types
-Fabric is made with EcoPoly, a production process that uses significantly less water than other polyester production processes.

SHIPPING AND RETURNS

Items ship from Montreal, Canada.

Orders for Canadian customers normally ship within 2-8 business days of the order being placed.  Shipping to Eastern Provinces takes about 3-4 business days and shipping to Western provinces can take 4-7 business days.

Currently US and international orders are shipped on Tuesdays and Fridays from within the USA.  Orders to US customers generally take 2-6 business days once shipped within the USA.  International orders generally take 6-10 business days, but may be delayed by the customs of your country.  All orders shipped from the USA will have a tracking number that can be tracked with the USPS.


International orders may be subject to customs fees or duties of your country.  

Once your order has been shipped, it is in the care of the courier and / or postal service. We are not liable for any errors made by these services.

Once you have received your parcel, please open it with care. We cannot be liable for any items damaged during the opening of your parcel.

Returns are accepted within 14 days with receipt and must be in new condition. Shipping costs are not covered.",76.5,USD,8,"fashion_leggings,women's_leggings,clothing,printed_leggings,tights,women's_clothes,yoga_pants,Boho_Leggings,Ombre_Leggings,blue_leggings,festival_clothing,yoga_leggings,Tribal_Leggings","Ecopoly,spandex",https://i.etsystatic.com/11382754/r/il/66f2b9/1498870233/il_fullxfull.1498870233_6btc.jpg,https://i.etsystatic.com/11382754/r/il/2d6531/1181935330/il_fullxfull.1181935330_fzn1.jpg,https://i.etsystatic.com/11382754/r/il/707787/1229149837/il_fullxfull.1229149837_88ea.jpg,https://i.etsystatic.com/11382754/r/il/0a3ba8/1181935326/il_fullxfull.1181935326_qpic.jpg,https://i.etsystatic.com/11382754/r/il/c9abb7/1229149897/il_fullxfull.1229149897_mwry.jpg,https://i.etsystatic.com/11382754/r/il/cd7eba/1109841709/il_fullxfull.1109841709_6u3f.jpg,,,,,"Women's clothing size",Size,"XS,S,M,L,XL",,,,
"Orange Landscape Spiral Notebook, Planner Notebook, Bullet Journal, Travel Diary, Planner for Business, Day-To-Day Planner, Burnt Orange","One Size only: 10in x 7.5in

Orange Landscape Spiral Notebook, Planner Notebook, Bullet Journal, Travel Diary, Planner for Business, Day-To-Day Planner, Burnt Orange

You'll love this original art, spiral-bound printed notebook, which you can choose from a protective frosted polymer hard cover or a  soft (but strong) laminated cover, printed in full colour. You can choose your paper from Blank, Bullet, Graph or Ruled Paper. Enjoy your spiral notebook to bring illustrations, artwork,  bullet journalling or any project to life!

Looking for more amazing journals, art prints and home decor? 
https://www.etsy.com/ca/shop/InfiniteMantra


Details:


***Choose from Blank, Bullet, Graph or Ruled Paper.
***48 pages.
***Creamy white smooth finish 70lb acid free paper.
***Full colour print
***Chose your cover:Hard Cover Protection with a frosted polymer front and back cover or Laminated front cover and end sheet with full colour print.
**Choose your spine--- Choose from glossy coated metal spiral coil in your choice of white or black.
**Tear it out perforated pages makes tearing out and sharing your art neat and easy.
***FSC certified.
*All Sketchbooks are PRINTED WHEN ORDERED and are non-refundable. For example, I cannot exchange one item for another, thanks for understanding.***

We won’t offer gift wrapping at this time.

Instagram @infinite_mantra
Pinterest: Infinite Mantra
Facebook: Infinite Mantra


©All Artwork of Infinite Mantra is created by Intuitive Artist Lindsay Kokoska and are subject to copyright laws. Lindsay can be commissioned for artwork and design collaborations outside the scope of Etsy. Please email: infinitemantra [!at] gmail.com",30,USD,9,"notebook,bullet_journal,Travel_Notebook,A4_Notebook,Planner_Notebook,Travel_Diary,Day-To-Day_Planner,Habit_Tracker,Daily_Planner,Spiral_Notebook,Planner_for_Business,Burnt_Orange,Orange_Notebook","352gsm cardstock,Glossy plastic coated metal spiral coil,Perforated pages,48 pages",https://i.etsystatic.com/11382754/r/il/0e6896/2126644876/il_fullxfull.2126644876_e9mh.jpg,https://i.etsystatic.com/11382754/r/il/49ebe9/2174200499/il_fullxfull.2174200499_7l8d.jpg,https://i.etsystatic.com/11382754/r/il/0ec728/2174200513/il_fullxfull.2174200513_26ur.jpg,https://i.etsystatic.com/11382754/r/il/2af41c/1810058119/il_fullxfull.1810058119_1mdl.jpg,https://i.etsystatic.com/11382754/r/il/574a1f/1816586077/il_fullxfull.1816586077_eosx.jpg,https://i.etsystatic.com/11382754/r/il/ceca8f/1816585839/il_fullxfull.1816585839_rnh8.jpg,,,,,"Custom Property","Paper Choice","Buller Paper,Blank Paper,Graph Paper,Ruled Paper","Custom Property","Cover and Coil","SoftCover/White Coil,SoftCover/Black Coil,HardCover/WhiteCoil,HardCover/BlackCoil",
"Jump in, Spiral Bound Notebook, Solar Eclipse Art, Artist Sketchbook, Bullet Journal, Art Planner Notebook, A5 notebook, Travel Journal","One Size only: 10in x 7.5in

Jump In

You'll love this original art, spiral-bound printed notebook, which you can choose from a protective frosted polymer hard cover or a  soft (but strong) laminated cover, printed in full colour. You can choose your paper from Blank, Bullet, Graph or Ruled Paper. Enjoy your spiral notebook to bring illustrations, artwork,  bullet journalling or any project to life!

Looking for more amazing journals, art prints and home decor? 
https://www.etsy.com/ca/shop/InfiniteMantra


Details:


***Choose from Blank, Bullet, Graph or Ruled Paper.
***48 pages.
***Creamy white smooth finish 70lb acid free paper.
***Full colour print
***Chose your cover:Hard Cover Protection with a frosted polymer front and back cover or Laminated front cover and end sheet with full colour print.
**Choose your spine--- Choose from glossy coated metal spiral coil in your choice of white or black.
**Tear it out perforated pages makes tearing out and sharing your art neat and easy.
***FSC certified.
*All Sketchbooks are PRINTED WHEN ORDERED and are non-refundable. For example, I cannot exchange one item for another, thanks for understanding.***

We won’t offer gift wrapping at this time.

Instagram @infinite_mantra
Pinterest: Infinite Mantra
Facebook: Infinite Mantra


©All Artwork of Infinite Mantra is created by Intuitive Artist Lindsay Kokoska and are subject to copyright laws. Lindsay can be commissioned for artwork and design collaborations outside the scope of Etsy. Please email: infinitemantra [!at] gmail.com",30,USD,9,"bullet_journal,Sketchbook,Writing_journal,Spiral_Notebook,Planner,Spiral_Journal,A5_notebook,Art_notebook,travel_notebook,Travel_journal,Artist_Sketchbook,Art_Planner_Notebook,Solar_Eclipse_Art","352gsm cardstock,Glossy plastic coated metal spiral coil,Perforated pages,48 pages",https://i.etsystatic.com/11382754/r/il/9b443c/2451385933/il_fullxfull.2451385933_c909.jpg,https://i.etsystatic.com/11382754/r/il/801d49/2451409189/il_fullxfull.2451409189_5tj8.jpg,https://i.etsystatic.com/11382754/r/il/2af41c/1810058119/il_fullxfull.1810058119_1mdl.jpg,https://i.etsystatic.com/11382754/r/il/574a1f/1816586077/il_fullxfull.1816586077_eosx.jpg,https://i.etsystatic.com/11382754/r/il/ceca8f/1816585839/il_fullxfull.1816585839_rnh8.jpg,,,,,,"Custom Property","Paper Choice","Buller Paper,Blank Paper,Graph Paper,Ruled Paper","Custom Property","Cover and Coil","SoftCover/White Coil,SoftCover/Black Coil,HardCover/WhiteCoil,HardCover/BlackCoil",
"Cute Spiral Notebook, A4 Notebook, Bullet Journal, Elephant Notebook, Travel Notebook, Journal, Diary, Sketchbook, Gift, Planner","One Size only: 10in x 7.5in

Cute Elephant

You'll love this original art, spiral-bound printed notebook which has a laminated front cover and end sheet with full colour print. You can choose your paper, either acid-free sketch or drawing paper  Enjoy your spiral notebook to bring illustrations, artwork, or any project to life!

Looking for more amazing journals, art prints and home decor? 
https://www.etsy.com/ca/shop/InfiniteMantra


***FSC certified.

We won’t offer gift wrapping at this time.

Instagram @infinite_mantra
Pinterest: Infinite Mantra
Facebook: Infinite Mantra


©All Artwork of Infinite Mantra is created by Intuitive Artist Lindsay Kokoska and are subject to copyright laws. Lindsay can be commissioned for artwork and design collaborations outside the scope of Etsy. Please email: infinitemantra [!at] gmail.com",30,USD,2,"notebook,bullet_journal,lined_notebook,Sketchbook,Artist_Sketch_Book,Writing_journal,Blank_book,Gift,Travel_Notebook,Cute_Spiral_Notebook,Elephant_jounral,A4_Notebook,Elephant_Notebook","352gsm cardstock,Glossy plastic coated metal spiral coil,Perforated pages,48 pages",https://i.etsystatic.com/11382754/r/il/f7cc76/1619861061/il_fullxfull.1619861061_tvpr.jpg,https://i.etsystatic.com/11382754/r/il/0e1271/1619860401/il_fullxfull.1619860401_lmgo.jpg,https://i.etsystatic.com/11382754/r/il/2af41c/1810058119/il_fullxfull.1810058119_1mdl.jpg,https://i.etsystatic.com/11382754/r/il/e57868/1572414972/il_fullxfull.1572414972_ewnw.jpg,https://i.etsystatic.com/11382754/r/il/40fa3c/1619860641/il_fullxfull.1619860641_5mso.jpg,https://i.etsystatic.com/11382754/r/il/7a6ceb/1572414526/il_fullxfull.1572414526_ames.jpg,,,,,"Custom Property","Paper Choice","Buller Paper,Blank Paper,Graph Paper,Ruled Paper","Custom Property","Cover and Coil","SoftCover/White Coil,SoftCover/Black Coil,HardCover/WhiteCoil,HardCover/BlackCoil",
"The Universe Within Notebook, Spiral Notebook, Spiral Journal, Gratitude Notebook, Travel Notebook, Journal, Diary, Sketchbook, Planner","One Size only: 10in x 7.5in

The Universe Within Notebook, Spiral Notebook, Spiral Journal, Gratitude Notebook, Travel Notebook, Journal, Diary, Sketchbook, Planner

You'll love this original art, spiral-bound printed notebook, which you can choose from a protective frosted polymer hard cover or a  soft (but strong) laminated cover, printed in full colour. You can choose your paper from Blank, Bullet, Graph or Ruled Paper. Enjoy your spiral notebook to bring illustrations, artwork,  bullet journalling or any project to life!

Looking for more amazing journals, art prints and home decor? 
https://www.etsy.com/ca/shop/InfiniteMantra


Details:


***Choose from Blank, Bullet, Graph or Ruled Paper.
***48 pages.
***Creamy white smooth finish 70lb acid free paper.
***Full colour print
***Chose your cover:Hard Cover Protection with a frosted polymer front and back cover or Laminated front cover and end sheet with full colour print.
**Choose your spine--- Choose from glossy coated metal spiral coil in your choice of white or black.
**Tear it out perforated pages makes tearing out and sharing your art neat and easy.
***FSC certified.
*All Sketchbooks are PRINTED WHEN ORDERED and are non-refundable. For example, I cannot exchange one item for another, thanks for understanding.***

We won’t offer gift wrapping at this time.

Instagram @infinite_mantra
Pinterest: Infinite Mantra
Facebook: Infinite Mantra


©All Artwork of Infinite Mantra is created by Intuitive Artist Lindsay Kokoska and are subject to copyright laws. Lindsay can be commissioned for artwork and design collaborations outside the scope of Etsy. Please email: infinitemantra [!at] gmail.com",30,USD,8,"notebook,bullet_journal,Sketchbook,Artist_Sketch_Book,Writing_journal,Blank_book,Travel_Notebook,A4_Notebook,Gratitude_Notebook,Journal,Diary,Spiral_Notebook,Spiral_Journal","352gsm cardstock,Glossy plastic coated metal spiral coil,Perforated pages,48 pages",https://i.etsystatic.com/11382754/r/il/57e0b8/1816598607/il_fullxfull.1816598607_471x.jpg,https://i.etsystatic.com/11382754/r/il/121a33/1816597255/il_fullxfull.1816597255_ribm.jpg,https://i.etsystatic.com/11382754/r/il/e263d7/1769141760/il_fullxfull.1769141760_pcse.jpg,https://i.etsystatic.com/11382754/r/il/2af41c/1810058119/il_fullxfull.1810058119_1mdl.jpg,https://i.etsystatic.com/11382754/r/il/574a1f/1816586077/il_fullxfull.1816586077_eosx.jpg,https://i.etsystatic.com/11382754/r/il/ceca8f/1816585839/il_fullxfull.1816585839_rnh8.jpg,,,,,"Custom Property","Paper Choice","Buller Paper,Blank Paper,Graph Paper,Ruled Paper","Custom Property","Cover and Coil","SoftCover/White Coil,SoftCover/Black Coil,HardCover/WhiteCoil,HardCover/BlackCoil",
"Limited Edition, Emerge journal, Manifestation Galaxy Journal, FIne Art Journal, Goddess Gratitude Journal, Yoga and Meditation Journal","Emerge Journal

This bullet journal notebook is printed from one of my original artworks . It is ideal for planning your year, month and week according to the bullet journal method, or simply writing down thoughts & ideas, observations or travel plans. It's also great to use it to clear your mind before meditating, or to end your meditation session on an inspiring note or journal about your yoga practice, or use as a sketchbook... the possibilities are endless.

Hand-bound, allover printed notebooks great for journaling, drawing, note keeping and more!  Rich, creamy white 70 lb acid free paper, scuff resistant velvet ultra matte laminate cover, to full HD resolution colour print cover, care is put into this notebook to turn blank paper into your inspiring go-to notebook.



Looking for more amazing journals, art prints and home decor? 
https://www.etsy.com/ca/shop/InfiniteMantra

Details:

Paper Options:
Choose from Plain, Ruled, Graph, or Bullet pages inside to best suit your needs.

48 pages
Creamy white smooth finish 70lb acid free paper

2 Sizes- Large and Small (see photos for size comparisons) 
***Small: 5.25"" x 8.25"" ( SM)
***Large: 7.5"" by 10""     (LG)



***Please note: Each book is carefully hand-bound. They are strong and sturdy but due to the nature of the bounding technique, the journals are NOT meant to be opened like a butterfly.

***When opening, it needs to fold from the front cover on the line and then fold each following page as you go. I DO NOT recommend folding the journal flat all the way to the spine of the journal. Thank you***


We don’t offer gift wrapping at this time.

©All Artwork of Infinite Mantra is created by Intuitive Artist Lindsay Kokoska and are subject to copyright laws. Lindsay can be commissioned for artwork and design collaborations outside the scope of Etsy. Please email: infinitemantra@gmail.com

Instagram @infinite_mantra
Pinterest: Infinite Mantra
Facebook: Infinite Mantra",29,USD,9,"Personalized_Gift,bullet_journal,meditation_journal,yoga_journal,Emerge_journal,FIne_Art_Journal,Blank_Journal,Goddess_Journal,Manifestation,Galaxy_Journal,Dream_Journal,Astrology_Gift,Astrology_Journal","70lb acid free paper,scuff resistant,velvet ultra matte laminate cover",https://i.etsystatic.com/11382754/r/il/856d5d/2853360458/il_fullxfull.2853360458_iam4.jpg,https://i.etsystatic.com/11382754/r/il/1d65ea/2901021131/il_fullxfull.2901021131_slm6.jpg,https://i.etsystatic.com/11382754/r/il/0c29b0/2901024207/il_fullxfull.2901024207_i9gs.jpg,https://i.etsystatic.com/11382754/r/il/93d2b5/1768554347/il_fullxfull.1768554347_ian6.jpg,https://i.etsystatic.com/11382754/r/il/ab8749/1669803186/il_fullxfull.1669803186_9zgw.jpg,https://i.etsystatic.com/11382754/r/il/5777a8/1768554159/il_fullxfull.1768554159_e26i.jpg,https://i.etsystatic.com/11382754/r/il/cc13ab/1353767683/il_fullxfull.1353767683_9au4.jpg,https://i.etsystatic.com/11382754/r/il/352c57/1578597019/il_fullxfull.1578597019_bgnu.jpg,https://i.etsystatic.com/11382754/r/il/f61d3f/1578597075/il_fullxfull.1578597075_3rtz.jpg,,"Custom Property","Paper Type","Blank Paper,Ruled Paper,Graph Paper,Bullet Paper","Custom Property",SIZE,"SM,LG",
"Childlike Wonder, Spiral Bound Notebook, Fairytale Art, Artist Sketchbook, Bullet Journal, Art Planner Notebook, A5 notebook, Travel Journal","One Size only: 10in x 7.5in

Childlike Wonder

You'll love this original art, spiral-bound printed notebook, which you can choose from a protective frosted polymer hard cover or a  soft (but strong) laminated cover, printed in full colour. You can choose your paper from Blank, Bullet, Graph or Ruled Paper. Enjoy your spiral notebook to bring illustrations, artwork,  bullet journalling or any project to life!

Looking for more amazing journals, art prints and home decor? 
https://www.etsy.com/ca/shop/InfiniteMantra


Details:


***Choose from Blank, Bullet, Graph or Ruled Paper.
***48 pages.
***Creamy white smooth finish 70lb acid free paper.
***Full colour print
***Chose your cover:Hard Cover Protection with a frosted polymer front and back cover or Laminated front cover and end sheet with full colour print.
**Choose your spine--- Choose from glossy coated metal spiral coil in your choice of white or black.
**Tear it out perforated pages makes tearing out and sharing your art neat and easy.
***FSC certified.
*All Sketchbooks are PRINTED WHEN ORDERED and are non-refundable. For example, I cannot exchange one item for another, thanks for understanding.***

We won’t offer gift wrapping at this time.

Instagram @infinite_mantra
Pinterest: Infinite Mantra
Facebook: Infinite Mantra


©All Artwork of Infinite Mantra is created by Intuitive Artist Lindsay Kokoska and are subject to copyright laws. Lindsay can be commissioned for artwork and design collaborations outside the scope of Etsy. Please email: infinitemantra [!at] gmail.com",30,USD,10,"bullet_journal,Sketchbook,Writing_journal,Spiral_Notebook,Planner,Spiral_Journal,A5_notebook,Art_notebook,Travel_journal,Artist_Sketchbook,Art_Planner_Notebook,Childlike_Wonder,Fairytale_Art","352gsm cardstock,Glossy plastic coated metal spiral coil,Perforated pages,48 pages",https://i.etsystatic.com/11382754/r/il/c47cdc/2403850742/il_fullxfull.2403850742_m1zk.jpg,https://i.etsystatic.com/11382754/r/il/3f67f0/2403851764/il_fullxfull.2403851764_6keo.jpg,https://i.etsystatic.com/11382754/r/il/2af41c/1810058119/il_fullxfull.1810058119_1mdl.jpg,https://i.etsystatic.com/11382754/r/il/574a1f/1816586077/il_fullxfull.1816586077_eosx.jpg,https://i.etsystatic.com/11382754/r/il/ceca8f/1816585839/il_fullxfull.1816585839_rnh8.jpg,,,,,,"Custom Property","Paper Choice","Buller Paper,Blank Paper,Graph Paper,Ruled Paper","Custom Property","Cover and Coil","SoftCover/White Coil,SoftCover/Black Coil,HardCover/WhiteCoil,HardCover/BlackCoil",
"Limited Edition, Meditation bullet journal, meditation journal, yoga journal, manifestation journal, bullet journal","Divine Intuition Writing Divination and Meditation Journal

Use it to clear your mind before meditating, or to end your meditation session on an inspiring note or journal about your yoga practice, or use as a sketchbook... the possibilities are endless.

Hand-bound, allover printed notebooks great for journaling, drawing, note keeping and more!  Rich, creamy white 70 lb acid free paper, scuff resistant velvet ultra matte laminate cover, to full HD resolution colour print cover, care is put into this notebook to turn blank paper into your inspiring go-to notebook.

Looking for more amazing journals, art prints and home decor? 
https://www.etsy.com/ca/shop/InfiniteMantra

Details:

Paper Options:
Choose from Plain, Ruled, Graph, or Bullet pages inside to best suit your needs.

48 pages
Creamy white smooth finish 70lb acid free paper

2 Sizes- Large and Small (see photos for size comparisons) 
***Small: 5.25"" x 8.25"" ( SM)
***Large: 7.5"" by 10""     (LG)



***Please note: Each book is carefully hand-bound. They are strong and sturdy but due to the nature of the bounding technique, the journals are NOT meant to be opened like a butterfly.

***When opening, it needs to fold from the front cover on the line and then fold each following page as you go. I DO NOT recommend folding the journal flat all the way to the spine of the journal. Thank you***


We don’t offer gift wrapping at this time.

©All Artwork of Infinite Mantra is created by Intuitive Artist Lindsay Kokoska and are subject to copyright laws. Lindsay can be commissioned for artwork and design collaborations outside the scope of Etsy. Please email: infinitemantra@gmail.com

Instagram @infinite_mantra
Pinterest: Infinite Mantra
Facebook: Infinite Mantra",29,USD,5,"journal,bullet_journal,personalized_journal,gift,Meditation,Divination_journal,meditation_journal,dream_journaling,dream_journal,moon_journal,unique_journal,gift_idea,manifestation","70lb acid free paper,Matte Book Cover",https://i.etsystatic.com/11382754/r/il/bb0c80/1615252436/il_fullxfull.1615252436_f0nt.jpg,https://i.etsystatic.com/11382754/r/il/38b02e/1662683239/il_fullxfull.1662683239_kwti.jpg,https://i.etsystatic.com/11382754/r/il/ced613/1662683065/il_fullxfull.1662683065_et95.jpg,https://i.etsystatic.com/11382754/r/il/fa0a4a/1662683013/il_fullxfull.1662683013_fwsb.jpg,https://i.etsystatic.com/11382754/r/il/f6d717/1306509104/il_fullxfull.1306509104_kodr.jpg,https://i.etsystatic.com/11382754/r/il/939292/1496781754/il_fullxfull.1496781754_1g9y.jpg,https://i.etsystatic.com/11382754/r/il/fb729c/1496781868/il_fullxfull.1496781868_7tvm.jpg,https://i.etsystatic.com/11382754/r/il/cc13ab/1353767683/il_fullxfull.1353767683_9au4.jpg,https://i.etsystatic.com/11382754/r/il/3039b3/2305174091/il_fullxfull.2305174091_eaxf.jpg,,"Custom Property","Paper Type","Blank Paper,Ruled Paper,Graph Paper,Bullet Paper","Custom Property",Size,"SM,LG",
"Cosmic Portal Spiral Notebook, Planner Notebook, Bullet Journal, Travel Diary, Daily Planner for Business, Day-To-Day Planner, Habit Tracker","One Size only: 10in x 7.5in

Cosmic Portal Spiral Notebook, Planner Notebook, Bullet Journal, Travel Diary, Daily Planner for Business, Day-To-Day Planner, Habit Tracker

You'll love this original art, spiral-bound printed notebook, which you can choose from a protective frosted polymer hard cover or a  soft (but strong) laminated cover, printed in full colour. You can choose your paper from Blank, Bullet, Graph or Ruled Paper. Enjoy your spiral notebook to bring illustrations, artwork,  bullet journalling or any project to life!

Looking for more amazing journals, art prints and home decor? 
https://www.etsy.com/ca/shop/InfiniteMantra


Details:


***Choose from Blank, Bullet, Graph or Ruled Paper.
***48 pages.
***Creamy white smooth finish 70lb acid free paper.
***Full colour print
***Chose your cover:Hard Cover Protection with a frosted polymer front and back cover or Laminated front cover and end sheet with full colour print.
**Choose your spine--- Choose from glossy coated metal spiral coil in your choice of white or black.
**Tear it out perforated pages makes tearing out and sharing your art neat and easy.
***FSC certified.
*All Sketchbooks are PRINTED WHEN ORDERED and are non-refundable. For example, I cannot exchange one item for another, thanks for understanding.***

We won’t offer gift wrapping at this time.

Instagram @infinite_mantra
Pinterest: Infinite Mantra
Facebook: Infinite Mantra


©All Artwork of Infinite Mantra is created by Intuitive Artist Lindsay Kokoska and are subject to copyright laws. Lindsay can be commissioned for artwork and design collaborations outside the scope of Etsy. Please email: infinitemantra [!at] gmail.com",30,USD,9,"notebook,bullet_journal,Travel_Notebook,Golden_Moon_Notebook,A4_Notebook,Journal,Planner_Notebook,Travel_Diary,Day-To-Day_Planner,Habit_Tracker,Daily_Planner,Cosmic_Portal,Spiral_Notebook","352gsm cardstock,Glossy plastic coated metal spiral coil,Perforated pages,48 pages",https://i.etsystatic.com/11382754/r/il/11bcb0/2124339444/il_fullxfull.2124339444_g3l5.jpg,https://i.etsystatic.com/11382754/r/il/78f624/2124340110/il_fullxfull.2124340110_i8sc.jpg,https://i.etsystatic.com/11382754/r/il/0517d6/2171895899/il_fullxfull.2171895899_b3zm.jpg,https://i.etsystatic.com/11382754/r/il/2af41c/1810058119/il_fullxfull.1810058119_1mdl.jpg,https://i.etsystatic.com/11382754/r/il/574a1f/1816586077/il_fullxfull.1816586077_eosx.jpg,https://i.etsystatic.com/11382754/r/il/ceca8f/1816585839/il_fullxfull.1816585839_rnh8.jpg,,,,,"Custom Property","Paper Choice","Buller Paper,Blank Paper,Graph Paper,Ruled Paper","Custom Property","Cover and Coil","SoftCover/White Coil,SoftCover/Black Coil,HardCover/WhiteCoil,HardCover/BlackCoil",
